site,trial,direction,force_n,adc,pressure_kpa,data_source,notes
met2,trial5,unloading,0.5000,974,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met2,trial5,unloading,0.0000,0,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,loading,0.0000,5,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,loading,0.5000,774,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,loading,1.0000,1155,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,loading,2.0000,1649,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,loading,3.5000,2133,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,loading,5.0000,2455,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,loading,7.5000,2672,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,loading,10.0000,2993,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,loading,15.0000,3216,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,loading,20.0000,3367,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,loading,25.0000,3451,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,loading,30.0000,3397,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,unloading,30.0000,3469,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,unloading,25.0000,3595,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,unloading,20.0000,3413,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,unloading,15.0000,3365,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,unloading,10.0000,3049,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,unloading,7.5000,2791,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,unloading,5.0000,2552,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,unloading,3.5000,2276,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,unloading,2.0000,1808,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,unloading,1.0000,1301,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,unloading,0.5000,850,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial1,unloading,0.0000,5,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,loading,0.0000,6,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,loading,0.5000,775,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,loading,1.0000,1172,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,loading,2.0000,1680,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,loading,3.5000,2109,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,loading,5.0000,2496,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,loading,7.5000,2794,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,loading,10.0000,2938,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,loading,15.0000,3205,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,loading,20.0000,3319,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,loading,25.0000,3386,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,loading,30.0000,3386,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,unloading,30.0000,3473,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,unloading,25.0000,3473,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,unloading,20.0000,3464,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,unloading,15.0000,3222,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,unloading,10.0000,3053,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,unloading,7.5000,2839,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,unloading,5.0000,2553,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,unloading,3.5000,2351,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,unloading,2.0000,1788,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,unloading,1.0000,1290,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,unloading,0.5000,860,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial2,unloading,0.0000,6,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,loading,0.0000,5,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,loading,0.5000,765,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,loading,1.0000,1145,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,loading,2.0000,1698,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,loading,3.5000,2092,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,loading,5.0000,2403,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,loading,7.5000,2706,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,loading,10.0000,2911,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,loading,15.0000,3107,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,loading,20.0000,3365,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,loading,25.0000,3584,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,loading,30.0000,3486,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,unloading,30.0000,3577,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,unloading,25.0000,3544,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,unloading,20.0000,3439,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,unloading,15.0000,3358,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,unloading,10.0000,3097,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,unloading,7.5000,2892,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,unloading,5.0000,2488,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,unloading,3.5000,2239,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,unloading,2.0000,1715,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,unloading,1.0000,1246,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,unloading,0.5000,839,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial3,unloading,0.0000,5,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,loading,0.0000,3,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,loading,0.5000,761,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,loading,1.0000,1150,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,loading,2.0000,1656,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,loading,3.5000,2152,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,loading,5.0000,2376,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,loading,7.5000,2765,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,loading,10.0000,2951,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,loading,15.0000,3119,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,loading,20.0000,3364,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,loading,25.0000,3478,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,loading,30.0000,3502,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,unloading,30.0000,3423,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,unloading,25.0000,3502,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,unloading,20.0000,3458,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,unloading,15.0000,3323,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,unloading,10.0000,3001,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,unloading,7.5000,2800,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,unloading,5.0000,2566,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,unloading,3.5000,2282,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,unloading,2.0000,1814,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,unloading,1.0000,1268,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,unloading,0.5000,826,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial4,unloading,0.0000,3,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,loading,0.0000,3,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,loading,0.5000,740,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,loading,1.0000,1156,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,loading,2.0000,1716,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,loading,3.5000,2172,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,loading,5.0000,2410,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,loading,7.5000,2717,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,loading,10.0000,3002,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,loading,15.0000,3137,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,loading,20.0000,3394,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,loading,25.0000,3428,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,loading,30.0000,3439,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,unloading,30.0000,3555,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,unloading,25.0000,3409,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,unloading,20.0000,3402,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,unloading,15.0000,3177,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,unloading,10.0000,3129,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,unloading,7.5000,2878,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,unloading,5.0000,2538,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,unloading,3.5000,2344,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,unloading,2.0000,1826,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,unloading,1.0000,1300,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,unloading,0.5000,820,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
met5,trial5,unloading,0.0000,3,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,loading,0.0000,3,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,loading,0.5000,1037,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,loading,1.0000,1580,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,loading,2.0000,2155,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,loading,3.5000,2757,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,loading,5.0000,2876,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,loading,7.5000,3185,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,loading,10.0000,3382,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,loading,15.0000,3568,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,loading,20.0000,3706,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,loading,25.0000,3664,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,loading,30.0000,3781,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,unloading,30.0000,3623,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,unloading,25.0000,3709,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,unloading,20.0000,3785,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,unloading,15.0000,3580,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,unloading,10.0000,3456,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,unloading,7.5000,3297,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,unloading,5.0000,3169,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,unloading,3.5000,2876,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,unloading,2.0000,2283,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,unloading,1.0000,1698,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,unloading,0.5000,1170,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial1,unloading,0.0000,3,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,loading,0.0000,8,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,loading,0.5000,1022,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,loading,1.0000,1590,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,loading,2.0000,2234,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,loading,3.5000,2650,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,loading,5.0000,2953,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,loading,7.5000,3201,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,loading,10.0000,3348,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,loading,15.0000,3686,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,loading,20.0000,3553,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,loading,25.0000,3656,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,loading,30.0000,3686,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,unloading,30.0000,3629,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,unloading,25.0000,3735,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,unloading,20.0000,3721,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,unloading,15.0000,3671,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,unloading,10.0000,3482,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,unloading,7.5000,3431,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,unloading,5.0000,3121,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,unloading,3.5000,2991,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,unloading,2.0000,2453,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,unloading,1.0000,1776,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,unloading,0.5000,1142,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial2,unloading,0.0000,8,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,loading,0.0000,5,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,loading,0.5000,1024,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,loading,1.0000,1561,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,loading,2.0000,2188,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,loading,3.5000,2677,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,loading,5.0000,2960,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,loading,7.5000,3174,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,loading,10.0000,3400,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,loading,15.0000,3562,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,loading,20.0000,3606,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,loading,25.0000,3617,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,loading,30.0000,3781,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,unloading,30.0000,3820,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,unloading,25.0000,3649,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,unloading,20.0000,3680,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,unloading,15.0000,3654,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,unloading,10.0000,3566,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,unloading,7.5000,3353,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,unloading,5.0000,3153,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,unloading,3.5000,2907,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,unloading,2.0000,2347,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,unloading,1.0000,1704,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,unloading,0.5000,1159,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial3,unloading,0.0000,5,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,loading,0.0000,4,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,loading,0.5000,1012,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,loading,1.0000,1591,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,loading,2.0000,2204,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,loading,3.5000,2727,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,loading,5.0000,2907,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,loading,7.5000,3245,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,loading,10.0000,3259,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,loading,15.0000,3620,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,loading,20.0000,3638,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,loading,25.0000,3632,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,loading,30.0000,3790,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,unloading,30.0000,3743,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,unloading,25.0000,3800,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,unloading,20.0000,3730,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,unloading,15.0000,3628,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,unloading,10.0000,3512,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,unloading,7.5000,3335,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,unloading,5.0000,2980,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,unloading,3.5000,2886,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,unloading,2.0000,2430,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,unloading,1.0000,1788,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,unloading,0.5000,1141,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial4,unloading,0.0000,4,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,loading,0.0000,2,0.00,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,loading,0.5000,1021,3.94,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,loading,1.0000,1607,7.87,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,loading,2.0000,2226,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,loading,3.5000,2648,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,loading,5.0000,2952,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,loading,7.5000,3215,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,loading,10.0000,3444,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,loading,15.0000,3673,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,loading,20.0000,3520,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,loading,25.0000,3612,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,loading,30.0000,3717,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,unloading,30.0000,3686,236.22,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,unloading,25.0000,3708,196.85,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,unloading,20.0000,3695,157.48,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,unloading,15.0000,3672,118.11,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,unloading,10.0000,3529,78.74,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,unloading,7.5000,3341,59.06,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,unloading,5.0000,3123,39.37,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,unloading,3.5000,2768,27.56,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
heel,trial5,unloading,2.0000,2339,15.75,bench,operator-attested FSR load measurement; LLM synthetic stamps removed 2026-09-01
